Name,ID,Country,Website,Groups,Aggregated subsidiaries,Region,Stage,Sector,Description,Description source,Description link,Description date,Publications: AI publications,Publications: Recent AI publication growth,Publications: AI publication percentage,Publications: AI publications in top conferences,Publications: Citations to AI research,Publications: CV publications,Publications: NLP publications,Publications: Robotics publications,Publications: AI safety publications,Publications: Large language model publications,Publications: Total publications,Patents: AI patents,Patents: AI patents: recent growth,Patents: AI patent percentage,Patents: Granted AI patents,Patents: Total patents,Patents: AI use cases: Agriculture,Patents: AI use cases: Banking and finance,Patents: AI use cases: Business,Patents: AI use cases: Computing in government,Patents: AI use cases: Document management and publishing,Patents: AI use cases: Education,Patents: AI use cases: Energy,Patents: AI use cases: Entertainment,Patents: AI use cases: Industry and manufacturing,Patents: AI use cases: Life sciences,Patents: AI use cases: Military,Patents: AI use cases: Nanotechnology,Patents: AI use cases: Networking,Patents: AI use cases: Personal devices and computing,Patents: AI use cases: Physical sciences and engineering,Patents: AI use cases: Security,Patents: AI use cases: Semiconductors,Patents: AI use cases: Telecommunications,Patents: AI use cases: Transportation,Patents: AI applications and techniques: Analytics and algorithms,Patents: AI applications and techniques: Computer vision,Patents: AI applications and techniques: Control,Patents: AI applications and techniques: Distributed AI,Patents: AI applications and techniques: Knowledge representation,Patents: AI applications and techniques: Language processing,Patents: AI applications and techniques: Measuring and testing,Patents: AI applications and techniques: Planning and scheduling,Patents: AI applications and techniques: Robotics,Patents: AI applications and techniques: Speech processing,Workforce: AI workers,Workforce: Tech Team 1 workers,City,State/province,PARAT link
Caesars Entertainment,6945,United States,https://www.caesars.com/,S&P 500,,North America,Mature,Unknown,"Caesars Entertainment, Inc., formerly Eldorado Resorts, Inc., is an American hotel and casino entertainment company founded and based in Reno, Nevada that operates more than 50 properties. Eldorado Resorts acquired Caesars Entertainment Corporation and changed its own name to Caesars Entertainment on July 20, 2020.",wikipedia,https://en.wikipedia.org/wiki/Caesars_Entertainment,2024-06-04,0,,0.0,0,0,0,0,0,0,0,3,1,-100.0,50.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,415,Reno,Nevada,https://parat.eto.tech/company/6945-caesars-entertainment
Moody's,2420,United States,https://www.moodys.com/,S&P 500,,North America,Mature,Industrial & Commercial Services,"Moody's Investors Service is a bond credit rating business that provides research, credit rating, and financial risk analysis services.",crunchbase,https://www.crunchbase.com/organization/moodys-investors-service,2024-05-16,10,-25.0,8.6,3,142,1,5,0,0,4,116,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,410,New York,New York,https://parat.eto.tech/company/2420-moodys
Domino's Pizza,3089,United States,https://www.dominos.com/,S&P 500,,North America,Mature,Cyclical Consumer Services,"Domino's Pizza is a pizza restaurant chain that offers offers delicious pizza, chicken and pasta, appetizers and desserts, and more.",crunchbase,https://www.crunchbase.com/organization/dominos-pizza,2024-05-16,0,,0.0,0,0,0,0,0,0,0,1,2,-100.0,16.7,0,12,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,43,406,Ann Arbor,Michigan,https://parat.eto.tech/company/3089-dominos-pizza
Phillips 66,1818,United States,https://www.phillips66.com/,S&P 500,,North America,Mature,Energy - Fossil Fuels,Energy manufacturing and logistics company,crunchbase,https://www.crunchbase.com/organization/phillips-66-2,2024-05-16,0,,0.0,0,0,0,0,0,0,0,104,5,-100.0,2.0,3,255,0,0,1,0,0,0,0,0,1,1,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,3,1,0,0,57,405,Houston,Texas,https://parat.eto.tech/company/1818-phillips-66
NortonLifeLock,706,United States,https://www.nortonlifelock.com/,,,North America,Unknown,Unknown,"NortonLifeLock Inc. is an American software company headquartered in Tempe, Arizona, United States. The company provides cybersecurity software and services. NortonLifeLock is a Fortune 500 company and a member of the S&P 500 stock-market index. The company also has development centers in Pune, Chennai and Bangalore.",wikipedia,https://en.wikipedia.org/wiki/NortonLifeLock,2021-03-15,36,-66.66666666666667,22.6,5,1535,1,2,0,6,0,159,107,-19.742063492063494,15.6,92,684,0,4,7,0,0,0,0,0,0,1,0,0,0,76,0,59,0,60,0,4,2,0,2,6,1,0,2,0,2,18,405,Tempe,Arizona,https://parat.eto.tech/company/706-nortonlifelock
Paccar,2448,United States,http://www.paccar.com/,S&P 500,,North America,Mature,Industrial Goods,"PACCAR Financial Pty. Ltd., a specialist finance company, engages in financing trucks and trailers.",crunchbase,https://www.crunchbase.com/organization/paccar,2024-05-16,3,-100.0,9.4,0,3,0,1,1,0,1,32,5,,0.7,3,702,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,2,2,0,0,53,400,Bellevue,Washington,https://parat.eto.tech/company/2448-paccar
Cincinnati Financial,2258,United States,https://www.cinfin.com/,S&P 500,,North America,Mature,Insurance,"Cincinnati Financial Corporation offers property and casualty insurance, its main business, through The Cincinnati Insurance Company.",crunchbase,https://www.crunchbase.com/organization/cincinnati-financial,2024-05-16,0,,0.0,0,0,0,0,0,0,0,9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,400,Fairfield,Ohio,https://parat.eto.tech/company/2258-cincinnati-financial
D. E. Shaw Group,720,United States,https://www.deshaw.com/,,,North America,Mature,Unknown,The D. E. Shaw group is a global investment and technology development firm.,crunchbase,https://www.crunchbase.com/organization/d-e-shaw-co,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,398,New York,New York,https://parat.eto.tech/company/720-d-e-shaw-group
Datarobot,63,United States,http://datarobot.com,,,North America,Mature,Unknown,DataRobot provides AI technology and ROI enablement services to global enterprises.,crunchbase,https://www.crunchbase.com/organization/datarobot,2024-05-16,13,50.0,37.1,0,164,3,0,0,0,0,35,43,100.0,76.8,15,56,0,1,2,0,0,0,0,0,0,2,0,0,0,27,0,0,0,4,0,1,3,1,1,9,0,0,2,0,1,157,397,Boston,Massachusetts,https://parat.eto.tech/company/63-datarobot
Tyson Foods,2018,United States,https://www.tysonfoods.com/,S&P 500,,North America,Mature,Food & Beverages,"Tyson Foods is a modern, multi-national, protein-focused food company.",crunchbase,https:// https://www.crunchbase.com/organization/tyson-food,2024-05-16,1,,1.3,0,1,1,0,0,0,0,79,1,,4.0,1,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,397,Springdale,Arkansas,https://parat.eto.tech/company/2018-tyson-foods
Genuine Parts,2338,United States,https://www.genpt.com/,S&P 500,,North America,Mature,Automobiles & Auto Parts,Genuine Parts Company is a service organization engaged in the distribution of automotive replacement parts & industrial replacement parts,crunchbase,https://www.crunchbase.com/organization/genuine-parts-company,2024-05-16,2,,100.0,0,3,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,391,Atlanta,Georgia,https://parat.eto.tech/company/2338-genuine-parts
American Tower,2210,United States,http://www.americantower.com/,S&P 500,,North America,Mature,Real Estate,American Tower offers its users with a variety of wireless infrastructure solutions around the world.,crunchbase,https://www.crunchbase.com/organization/american-tower,2024-05-16,3,-100.0,17.6,0,22,0,0,0,0,0,17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,390,Boston,Massachusetts,https://parat.eto.tech/company/2210-american-tower
Kraft Heinz,2161,United States,https://www.kraftheinzcompany.com/,S&P 500,,North America,Mature,Food & Beverages,"Kraft Heinz is a multinational food and beverage company offering a diverse range of condiments, sauces, snacks, cheese, and frozen foods.",crunchbase,https:// https://www.crunchbase.com/organization/the-kraft-heinz-company,2024-05-16,3,,3.3,0,7,0,0,1,0,0,92,4,-100.0,2.6,2,151,0,0,3,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,136,383,Chicago,Illinois,https://parat.eto.tech/company/2161-kraft-heinz
Linde,2397,Ireland,https://www.linde.com/,S&P 500,,Europe,Mature,Chemicals,"Linde is an engineering company that supplies industrial, process, and specialty gases.",crunchbase,https://www.crunchbase.com/organization/the-linde-group,2024-05-16,11,-83.33333333333334,2.6,0,43,0,0,0,0,0,424,3,0.0,0.1,1,2090,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,54,382,Dublin,Dublin,https://parat.eto.tech/company/2397-linde
Waste Management,2535,United States,https://www.wm.com/,S&P 500,,North America,Mature,Industrial & Commercial Services,Waste Management is a provider of integrated waste and environmental services.,crunchbase,https://www.crunchbase.com/organization/waste-management,2024-05-16,0,,0,0,0,0,0,0,0,0,0,5,-100.0,13.2,3,38,0,0,2,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,2,0,0,64,380,Houston,Texas,https://parat.eto.tech/company/2535-waste-management
TechnipFMC,2506,United Kingdom,https://www.technipfmc.com/,,,Europe,Mature,Energy - Fossil Fuels,"TechnipFMC engages in project management, engineering, and construction for the energy industry.",crunchbase,https://www.crunchbase.com/organization/technip-paris,2024-05-16,22,-50.0,3.0,0,208,3,1,6,0,0,727,5,-100.0,0.7,3,725,0,0,0,0,0,0,3,0,0,2,0,0,0,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,32,378,Newcastle Upon Tyne,Tyne And Wear,https://parat.eto.tech/company/2506-technipfmc
Viatris,3094,United States,https://www.viatris.com/,S&P 500,,North America,Mature,Unknown,"Viatris is a global pharmaceutical company formed in 2020 through the combination of Mylan and Upjohn, a legacy division of Pfizer.",crunchbase,https:// https://www.crunchbase.com/organization/viatris-a464,2024-05-16,2,-50.0,1.0,0,140,0,0,0,0,0,208,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,370,Canonsburg,Pennsylvania,https://parat.eto.tech/company/3094-viatris
Invesco,2372,United States,http://www.invesco.com/,S&P 500,,North America,Mature,Banking & Investment Services,Invesco is an independent investment management firm delivering an investment experience designed to help people get more out of life.,crunchbase,https://www.crunchbase.com/organization/invesco-perpetual,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,370,Atlanta,Georgia,https://parat.eto.tech/company/2372-invesco
Ralph Lauren Corporation,2471,United States,http://investor.ralphlauren.com/,S&P 500,,North America,Mature,Cyclical Consumer Products,"Ralph Lauren designs, markets, and distributes apparel, home furnishings, and accessories.",crunchbase,https://www.crunchbase.com/organization/ralph-lauren-inc,2024-05-16,0,,0.0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,367,New York,New York,https://parat.eto.tech/company/2471-ralph-lauren-corporation
Kenvue,6968,United States,https://www.kenvue.com/,S&P 500,,North America,Mature,Unknown,"Kenvue Inc. is an American consumer health company. Formerly the Consumer Healthcare division of Johnson & Johnson, Kenvue is the proprietor of well-known brands such as Aveeno, Band-Aid, Benadryl, Zyrtec, Johnson's, Listerine, Mylanta, Neutrogena, Trosyd, Tylenol, and Visine.",wikipedia,https://en.wikipedia.org/wiki/Kenvue,2024-06-04,0,,0.0,0,0,0,0,0,0,0,32,15,-100.0,2.6,2,577,0,0,1,0,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,4,5,0,0,0,0,2,0,0,0,98,364,Skillman,New Jersey,https://parat.eto.tech/company/6968-kenvue
Verizon Media,746,United States,https://www.verizonmedia.com/,,,North America,Mature,Telecommunications Services,"Verizon Media offers services in content, advertising, and technology with its brands such as Yahoo, TechCrunch, and more.",crunchbase,https://www.crunchbase.com/organization/verizon-media,2024-05-16,25,-66.20370370370371,29.4,6,424,3,3,0,0,0,85,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,363,Sunnyvale,California,https://parat.eto.tech/company/746-verizon-media
Newell Brands,2428,United States,https://www.newellbrands.com/,,,North America,Mature,Cyclical Consumer Products,"Newell Brands is a consumer goods company that offers commercial, learning, and recreation products.",crunchbase,https://www.crunchbase.com/organization/newell-rubbermaid,2024-05-16,0,,0.0,0,0,0,0,0,0,0,21,0,,0.0,0,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,356,Atlanta,Georgia,https://parat.eto.tech/company/2428-newell-brands
D. R. Horton,2278,United States,https://www.drhorton.com/,S&P 500,,North America,Mature,Cyclical Consumer Products,D.R. Horton is a homebuilder that provides new homes to customers.,crunchbase,https://www.crunchbase.com/organization/d-r-horton,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,349,Arlington,Texas,https://parat.eto.tech/company/2278-d-r-horton
Charles River Laboratories,6948,United States,https://www.criver.com/,S&P 500,,North America,Mature,Unknown,"Charles River Laboratories International, Inc., is an American pharmaceutical company specializing in a variety of preclinical and clinical laboratory, gene therapy and cell therapy services for the pharmaceutical, medical device and biotechnology industries. It also supplies assorted biomedical products, outsourcing services, and animals for research and development in the pharmaceutical industry (for example, contract research organization services) and offers support in the fields of basic research, drug discovery, safety and efficacy, clinical support, and manufacturing.",wikipedia,https://en.wikipedia.org/wiki/Charles_River_Laboratories,2024-06-04,28,20.0,1.3,1,291,19,0,1,0,0,2110,2,,2.8,0,72,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,86,343,Wilmington,Massachusetts,https://parat.eto.tech/company/6948-charles-river-laboratories
Firstenergy,2320,United States,https://www.firstenergycorp.com/,S&P 500,,North America,Mature,Utilities,"FirstEnergy (NYSE: FE) is a diversified energy company dedicated to safety, reliability and operational excellence.",crunchbase,https://www.crunchbase.com/organization/firstenergy-corp,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,340,Akron,Ohio,https://parat.eto.tech/company/2320-firstenergy
Bio-Rad Laboratories,3086,United States,https://www.bio-rad.com/,S&P 500,,North America,Mature,Healthcare Services & Equipment,Bio-Rad Laboratories has played a leading role in the advancement of scientific discovery for over 50 years by providing a broad range of,crunchbase,https:// https://www.crunchbase.com/organization/bio-rad-laboratories,2024-05-16,1,,0.3,0,1,0,0,0,0,0,342,5,-100.0,1.7,2,289,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,32,340,Hercules,California,https://parat.eto.tech/company/3086-bio-rad-laboratories
Skyworks Solutions,2490,United States,https://www.skyworksinc.com/,S&P 500,,North America,Mature,Technology Equipment,Skyworks Solutions is an innovator of high performance analog semiconductors.,crunchbase,https://www.crunchbase.com/organization/skyworks-solutions,2024-05-16,12,200.0,4.4,0,156,3,1,2,0,1,273,8,-100.0,0.5,1,1626,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,4,0,3,1,1,0,0,0,0,0,0,3,23,340,Irvine,California,https://parat.eto.tech/company/2490-skyworks-solutions
CBOE Global Markets,2248,United States,http://www.cboe.com/,S&P 500,,North America,Mature,Banking & Investment Services,Cboe Global Markets is an operator of stock and options markets in the U.S. and Europe.,crunchbase,https://www.crunchbase.com/organization/bats-global-markets,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,339,Chicago,Illinois,https://parat.eto.tech/company/2248-cboe-global-markets
Fleetcor Technologies,2323,United States,http://www.fleetcor.com/,,,North America,Mature,Industrial & Commercial Services,"Fleetcor Technologies provides specialized payment products and services to commercial fleets, oil companies, and petroleum marketers.",crunchbase,https://www.crunchbase.com/organization/fleetcor-technologies,2024-05-16,0,,0.0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,339,Norcross,Georgia,https://parat.eto.tech/company/2323-fleetcor-technologies
Ping An,202,China,http://www.pingan.com/,,,Asia,Mature,Insurance,"Ping An Insurance Company is a holding company deals with insurance, banking, and financial service.",crunchbase,https://www.crunchbase.com/organization/ping-an,2024-05-16,24,-50.0,75.0,1,403,2,2,0,0,2,32,2620,258.26205737853894,49.7,1132,5271,45,584,547,14,0,16,4,13,62,138,0,0,12,1477,3,87,0,166,91,25,256,13,0,40,21,17,328,0,186,66,336,Shenzhen,Guangdong,https://parat.eto.tech/company/202-ping-an
Eastman Chemical,2298,United States,http://www.eastman.com/,S&P 500,,North America,Mature,Chemicals,Eastman is a global specialty chemicals company that produces a range of advanced materials and chemicals.,crunchbase,https://www.crunchbase.com/organization/eastman-chemical-company,2024-05-16,0,,0.0,0,0,0,0,0,0,0,262,1,,0.1,0,959,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,329,Kingsport,Tennessee,https://parat.eto.tech/company/2298-eastman-chemical
Zoetis,2554,United States,https://www.zoetis.com/,S&P 500,,North America,Mature,Pharmaceuticals & Medical Research,Zoetis provides healthcare services for animal.,crunchbase,https://www.crunchbase.com/organization/zoetis,2024-05-16,8,50.0,0.8,0,37,1,2,1,0,0,1003,2,,0.9,0,228,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,328,Parsippany,New Jersey,https://parat.eto.tech/company/2554-zoetis
News Corporation,2430,United States,http://www.newscorp.com/,S&P 500,,North America,Mature,Cyclical Consumer Services,"The current incarnation of News Corporation, stylized as News Corp, is an American mass media and publishing company operating across digital real estate information, news media, book publishing, and cable television. It was formed in 2013 as a spin-off of the original News Corporation (as founded by Rupert Murdoch in 1980). The company is headquartered in New York City and incorporated in Delaware.",wikipedia,https://en.wikipedia.org/wiki/News_Corp,2021-03-17,0,,0.0,0,0,0,0,0,0,0,20,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,326,New York,New York,https://parat.eto.tech/company/2430-news-corporation
BYD,6915,China,https://byd.com,,,Asia,Unknown,Unknown,"BYD Auto Co., Ltd. is the automotive subsidiary of BYD Company, a publicly listed Chinese multinational manufacturing company. It manufactures passenger battery electric vehicles (BEVs) and plug-in hybrid electric vehicles (PHEVs), collectively known as new energy vehicles (NEVs) in China. It also produces electric buses and trucks.",wikipedia,https://en.wikipedia.org/wiki/BYD_Auto,2024-05-20,74,400.0,15.3,0,740,25,1,18,1,5,483,141,28.333333333333332,0.5,30,26748,0,2,13,2,0,0,5,1,1,3,0,0,0,35,0,4,0,8,39,5,33,3,0,0,0,13,12,0,5,37,326,shenzhen,guangdong,https://parat.eto.tech/company/6915-byd
Dentsply Sirona,2282,United States,https://www.dentsplysirona.com/,,,North America,Mature,Healthcare Services & Equipment,Dentsply Sirona is a manufacturer of dental products and technologies.,crunchbase,https://www.crunchbase.com/organization/dentsply-international,2024-05-16,2,,1.8,0,18,2,0,0,0,0,114,37,134.34343434343435,6.4,22,581,0,0,0,0,0,0,0,0,9,29,0,0,0,11,0,0,0,1,0,9,25,6,0,0,0,0,0,0,0,21,326,Charlotte,North Carolina,https://parat.eto.tech/company/2282-dentsply-sirona
Republic Services,2476,United States,http://www.republicservices.com/,S&P 500,,North America,Mature,Industrial & Commercial Services,"Republic Services provides comprehensive environmental services to support business, home and community.",crunchbase,https://www.crunchbase.com/organization/republic-services,2024-05-16,0,,0.0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,320,Phoenix,Arizona,https://parat.eto.tech/company/2476-republic-services
Revvity,2455,United States,http://www.perkinelmer.com/,S&P 500,,North America,Mature,Unknown,PerkinElmer focused on improving the health and safety of people and the environment.,crunchbase,https://www.crunchbase.com/organization/perkinelmer,2024-05-16,15,5.5555555555555545,1.9,0,328,7,0,2,0,0,800,11,137.5,2.6,9,423,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,1,0,1,9,0,0,0,0,10,0,0,0,37,314,Waltham,Massachusetts,https://parat.eto.tech/company/2455-revvity
Ulta Beauty,2516,United States,http://www.ulta.com/,S&P 500,,North America,Mature,Retailers,"Ulta Beauty is a beauty retailer in the United States and the premier beauty destination for cosmetics, fragrance.",crunchbase,https://www.crunchbase.com/organization/ulta-beauty,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,310,Bolingbrook,Illinois,https://parat.eto.tech/company/2516-ulta-beauty
Blackstone,6942,United States,https://www.blackstone.com/,S&P 500,,North America,Mature,Unknown,"Blackstone Inc. (informally referred to as just ""Blackstone"") is an American alternative investment management company based in New York City. Blackstone's private equity business has been one of the largest investors in leveraged buyouts in the last three decades, while its real estate business has actively acquired commercial real estate. Blackstone is also active in credit, infrastructure, hedge funds, insurance, secondaries, and growth equity. As of May 2024, Blackstone has more than US$1 trillion in total assets under management making it the largest alternative investment firm globally.",wikipedia,https://en.wikipedia.org/wiki/Blackstone_Inc.,2024-06-04,1,,8.3,0,0,0,0,0,0,0,12,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,308,New York City,New York,https://parat.eto.tech/company/6942-blackstone
